location,average_cost,minimum_order,rating,votes,delivery_time,is_rating,is_votes,average_cost_cat,minimum_order_less_50,rating_cat,fast,medium,slow,is_bakery_nf_,city_nf_,rating_votes
"Sector 14, Noida",150.0,50.0,4.1,318.0,65 minutes,1,1,0,0,greater_equal_4,2,2,0,0,Noida,7.173038356490439
"Sector 14, Noida",400.0,50.0,4.1,51.0,30 minutes,1,1,1,0,greater_equal_4,0,1,4,0,Noida,5.342812606434588
"D-Block, Sector 63, Noida",100.0,50.0,4.0,394.0,45 minutes,1,1,0,0,greater_equal_4,1,0,0,0,Noida,7.362645270417825
Majestic,150.0,50.0,3.9,22.0,30 minutes,1,1,0,0,3_to_3.9,1,0,0,0,Bengaluru,4.4520190064939165
Pune University,200.0,50.0,1.0,1.0,30 minutes,0,0,0,0,less_3,1,0,0,0,Pune,0.0
Pune University,250.0,50.0,4.0,170.0,65 minutes,1,1,1,0,greater_equal_4,2,2,0,0,Pune,6.522092798170152
"Babarpur, New Delhi, Delhi",50.0,50.0,1.0,1.0,30 minutes,0,0,0,0,less_3,0,1,0,0,Delhi,0.0
Pune University,150.0,50.0,3.0,6.0,30 minutes,1,1,0,0,3_to_3.9,0,1,0,0,Pune,2.8903717578961645
"FTI College, Law College Road, Pune",100.0,50.0,3.9,143.0,45 minutes,1,1,0,0,3_to_3.9,1,0,0,0,Pune,6.323821183395508
"D-Block, Sector 63, Noida",200.0,50.0,3.1,7.0,30 minutes,1,1,0,0,3_to_3.9,0,3,0,0,Noida,3.077312260546414
"Chatta Bazaar, Malakpet, Hyderabad",50.0,50.0,3.1,98.0,30 minutes,1,1,0,0,3_to_3.9,0,1,0,0,Hyderabad,5.716369590161673
"FTI College, Law College Road, Pune",200.0,50.0,3.9,391.0,30 minutes,1,1,0,0,3_to_3.9,1,0,0,0,Pune,7.329684113120966
"Babarpur, New Delhi, Delhi",50.0,50.0,3.5,23.0,30 minutes,1,1,0,0,3_to_3.9,1,0,0,0,Delhi,4.388257184424518
"Sector 14, Noida",550.0,99.0,3.7,1072.0,45 minutes,1,1,1,1,3_to_3.9,0,2,1,0,Noida,8.285614161280925
"MG Road, Pune",200.0,50.0,4.0,109.0,30 minutes,1,1,0,0,greater_equal_4,1,1,0,0,Pune,6.077642243349034
Delhi Cantt.,100.0,50.0,1.0,1.0,30 minutes,0,0,0,0,less_3,3,0,0,1,Delhi,0.0
"Sector 1, Noida",200.0,50.0,1.0,1.0,30 minutes,0,0,0,0,less_3,1,3,1,0,Noida,0.0
"Babarpur, New Delhi, Delhi",100.0,50.0,2.9,15.0,30 minutes,1,1,0,0,less_3,0,1,0,0,Delhi,3.7727609380946383
"FTI College, Law College Road, Pune",100.0,50.0,3.5,64.0,30 minutes,1,1,0,0,3_to_3.9,2,0,0,0,Pune,5.4116460518550396
"FTI College, Law College Road, Pune",200.0,50.0,3.5,30.0,30 minutes,1,1,0,0,3_to_3.9,0,2,0,0,Pune,4.653960350157523
"FTI College, Law College Road, Pune",150.0,99.0,3.2,16.0,30 minutes,1,1,0,1,3_to_3.9,1,0,0,0,Pune,3.9357395320454622
Mumbai Central,200.0,50.0,3.5,63.0,30 minutes,1,1,0,0,3_to_3.9,0,2,1,0,Mumbai,5.395897694886901
"FTI College, Law College Road, Pune",250.0,50.0,1.0,1.0,30 minutes,0,0,1,0,less_3,0,3,0,0,Pune,0.0
"Sandhurst Road, Mumbai CST Area",200.0,50.0,3.6,35.0,30 minutes,1,1,0,0,3_to_3.9,0,1,2,0,Mumbai,4.836281906951478
"Rmz Centennial, I Gate, Whitefield",50.0,50.0,1.0,1.0,30 minutes,0,0,0,0,less_3,1,0,0,0,Bengaluru,0.0
"Sector 1, Noida",200.0,0.0,1.0,1.0,30 minutes,0,0,0,0,less_3,2,1,3,0,Noida,0.0
"Rmz Centennial, I Gate, Whitefield",150.0,50.0,3.6,27.0,30 minutes,1,1,0,0,3_to_3.9,0,0,1,0,Bengaluru,4.576770711466393
"Hyderabad Public School, Begumpet",250.0,50.0,2.9,213.0,45 minutes,1,1,1,0,less_3,2,1,0,0,Hyderabad,6.426002902701853
"Delhi Administration Flats, Timarpur",200.0,50.0,4.2,133.0,65 minutes,1,1,0,0,greater_equal_4,2,0,0,1,Delhi,6.325433653511077
"D-Block, Sector 63, Noida",250.0,50.0,3.8,416.0,65 minutes,1,1,1,0,3_to_3.9,0,1,1,0,Noida,7.365686326993603
"Dockyard Road, Mumbai CST Area",300.0,50.0,4.1,2521.0,65 minutes,1,1,1,0,greater_equal_4,1,2,1,0,Mumbai,9.243397900898183
"Mico Layout, Stage 2, BTM Layout,Bangalore",150.0,99.0,1.0,1.0,30 minutes,0,0,0,1,less_3,1,0,0,0,Bengaluru,0.0
"Mico Layout, Stage 2, BTM Layout,Bangalore",1000.0,50.0,4.3,1276.0,45 minutes,1,1,1,0,greater_equal_4,1,0,1,0,Bengaluru,8.610100486604251
Delhi University-GTB Nagar,400.0,50.0,4.4,479.0,30 minutes,1,1,1,0,greater_equal_4,0,2,0,0,Delhi,7.6533051383351305
"Sector 63A,Gurgaon",100.0,50.0,1.0,1.0,30 minutes,0,0,0,0,less_3,2,1,0,0,Gurgaon,0.0
"Rmz Centennial, I Gate, Whitefield",200.0,50.0,3.3,15.0,30 minutes,1,1,0,0,3_to_3.9,0,2,0,0,Bengaluru,3.901972669574645
"D-Block, Sector 63, Noida",150.0,50.0,3.0,5.0,30 minutes,1,1,0,0,3_to_3.9,0,1,0,0,Noida,2.70805020110221
"Babarpur, New Delhi, Delhi",100.0,50.0,3.2,7.0,30 minutes,1,1,0,0,3_to_3.9,1,0,0,0,Delhi,3.109060958860994
"Babarpur, New Delhi, Delhi",100.0,50.0,1.0,1.0,30 minutes,0,0,0,0,less_3,2,0,0,0,Delhi,0.0
"Tejas Nagar Colony, Wadala West, Mumbai",150.0,50.0,1.0,1.0,30 minutes,0,0,0,0,less_3,2,0,0,0,Mumbai,0.0
"Babarpur, New Delhi, Delhi",100.0,50.0,4.1,428.0,30 minutes,1,1,0,0,greater_equal_4,3,0,0,1,Delhi,7.470110169292059
"Moulali, Kolkata",100.0,50.0,1.0,1.0,30 minutes,0,0,0,0,less_3,1,3,0,0,Kolkata,0.0
"Sandhurst Road, Mumbai CST Area",100.0,50.0,4.0,304.0,30 minutes,1,1,0,0,greater_equal_4,2,0,0,0,Mumbai,7.103322062526113
"Delhi Administration Flats, Timarpur",150.0,50.0,3.1,4.0,30 minutes,1,1,0,0,3_to_3.9,1,0,0,0,Delhi,2.517696472610991
"Nathan Road, Mangaldas Road, Pune",150.0,50.0,3.9,656.0,45 minutes,1,1,0,0,3_to_3.9,0,2,0,0,Pune,7.84713734207969
"Mico Layout, Stage 2, BTM Layout,Bangalore",100.0,50.0,1.0,1.0,30 minutes,0,0,0,0,less_3,0,0,1,0,Bengaluru,0.0
"Delhi Administration Flats, Timarpur",200.0,50.0,3.7,442.0,65 minutes,1,1,0,0,3_to_3.9,0,2,0,0,Delhi,7.399642701727877
"Hyderabad Public School, Begumpet",300.0,50.0,3.4,19.0,30 minutes,1,1,1,0,3_to_3.9,2,0,3,0,Hyderabad,4.168214410788556
"D-Block, Sector 63, Noida",100.0,50.0,3.5,13.0,30 minutes,1,1,0,0,3_to_3.9,1,1,0,0,Noida,3.817712325956905
Mumbai Central,200.0,50.0,2.8,10.0,30 minutes,1,1,0,0,less_3,0,2,0,0,Mumbai,3.332204510175204
"Sector 3, Marathalli",200.0,50.0,3.4,23.0,30 minutes,1,1,0,0,3_to_3.9,0,3,0,0,Bengaluru,4.359269647551265
"Mico Layout, Stage 2, BTM Layout,Bangalore",300.0,50.0,3.7,46.0,30 minutes,1,1,1,0,3_to_3.9,1,2,0,0,Bengaluru,5.136974216139274
"Panjetan Colony, Malakpet, Hyderabad",100.0,50.0,3.5,18.0,30 minutes,1,1,0,0,3_to_3.9,1,1,0,0,Hyderabad,4.143134726391533
"Sector 1, Noida",100.0,50.0,1.0,1.0,30 minutes,0,0,0,0,less_3,1,0,0,0,Noida,0.0
"Sector 3, Marathalli",100.0,50.0,3.3,6.0,30 minutes,1,1,0,0,3_to_3.9,1,2,0,0,Bengaluru,2.9856819377004893
"Noorkhan Bazaar, Malakpet, Hyderabad",50.0,50.0,1.0,1.0,30 minutes,0,0,0,0,less_3,5,0,0,0,Hyderabad,0.0
"Chatta Bazaar, Malakpet, Hyderabad",100.0,50.0,3.7,19.0,30 minutes,1,1,0,0,3_to_3.9,2,0,0,0,Hyderabad,4.252771798816619
Delhi Cantt.,200.0,50.0,3.3,17.0,30 minutes,1,1,0,0,3_to_3.9,0,2,0,0,Delhi,4.027135812528651
"Sector 1, Noida",200.0,50.0,3.2,60.0,45 minutes,1,1,0,0,3_to_3.9,1,0,1,0,Noida,5.2574953720277815
"Sector 63A,Gurgaon",250.0,350.0,4.3,1545.0,45 minutes,1,1,1,1,greater_equal_4,0,2,1,0,Gurgaon,8.801394212031363
"Laxman Vihar Industrial Area, Sector 3A, Gurgoan",200.0,99.0,3.5,32.0,45 minutes,1,1,0,1,3_to_3.9,1,1,0,0,Gurgaon,4.718498871295094
Delhi University-GTB Nagar,250.0,50.0,3.8,251.0,30 minutes,1,1,1,0,3_to_3.9,0,1,0,0,Delhi,6.860454005864124
"D-Block, Sector 63, Noida",150.0,50.0,3.0,7.0,30 minutes,1,1,0,0,3_to_3.9,2,0,0,0,Noida,3.044522437723423
Mumbai Central,150.0,50.0,1.0,1.0,30 minutes,0,0,0,0,less_3,2,0,0,0,Mumbai,0.0
Delhi University-GTB Nagar,200.0,50.0,3.2,6.0,30 minutes,1,1,0,0,3_to_3.9,0,1,0,0,Delhi,2.954910279033736
"Sector 63A,Gurgaon",250.0,50.0,4.1,440.0,30 minutes,1,1,1,0,greater_equal_4,2,2,1,0,Gurgaon,7.4977617006225685
"Mico Layout, Stage 2, BTM Layout,Bangalore",100.0,50.0,3.7,33.0,30 minutes,1,1,0,0,3_to_3.9,2,0,0,0,Bengaluru,4.804840381116659
"Mico Layout, Stage 2, BTM Layout,Bangalore",100.0,50.0,4.3,693.0,45 minutes,1,1,0,0,greater_equal_4,2,1,0,0,Bengaluru,7.99964502188942
Delhi Cantt.,250.0,50.0,2.8,19.0,30 minutes,1,1,1,0,less_3,0,2,0,0,Delhi,3.9740583963475986
"Nathan Road, Mangaldas Road, Pune",400.0,50.0,4.4,245.0,30 minutes,1,1,1,0,greater_equal_4,5,1,1,0,Pune,6.982862751468942
Majestic,200.0,50.0,3.4,9.0,30 minutes,1,1,0,0,3_to_3.9,0,3,0,0,Bengaluru,3.4210000089583352
"Delhi High Court, India Gate",200.0,50.0,3.5,138.0,65 minutes,1,1,0,0,3_to_3.9,0,1,1,0,Delhi,6.180016653652572
"FTI College, Law College Road, Pune",350.0,50.0,3.9,527.0,45 minutes,1,1,1,0,3_to_3.9,2,0,1,1,Pune,7.628177101676963
"Sector 1, Noida",200.0,50.0,2.9,33.0,30 minutes,1,1,0,0,less_3,0,2,0,0,Noida,4.5612182984589085
"Laxman Vihar Industrial Area, Sector 3A, Gurgoan",200.0,50.0,1.0,1.0,30 minutes,0,0,0,0,less_3,0,2,0,0,Gurgaon,0.0
Pune University,200.0,50.0,3.6,94.0,45 minutes,1,1,0,0,3_to_3.9,1,0,0,0,Pune,5.824228627732069
"Tiretti, Kolkata",100.0,50.0,4.1,139.0,30 minutes,1,1,0,0,greater_equal_4,1,0,0,0,Kolkata,6.3454609068409535
Majestic,200.0,50.0,1.0,1.0,30 minutes,0,0,0,0,less_3,3,0,0,0,Bengaluru,0.0
"Sector 1, Noida",100.0,50.0,1.0,1.0,30 minutes,0,0,0,0,less_3,0,2,0,0,Noida,0.0
"Sector 63A,Gurgaon",200.0,50.0,3.6,88.0,45 minutes,1,1,0,0,3_to_3.9,1,2,1,0,Gurgaon,5.758270659940271
"Sandhurst Road, Mumbai CST Area",150.0,50.0,4.1,806.0,45 minutes,1,1,0,0,greater_equal_4,2,0,0,0,Mumbai,8.103070716216891
Majestic,200.0,50.0,1.0,1.0,30 minutes,0,0,0,0,less_3,0,1,0,0,Bengaluru,0.0
"Mico Layout, Stage 2, BTM Layout,Bangalore",200.0,50.0,3.5,55.0,30 minutes,1,1,0,0,3_to_3.9,0,2,1,0,Bengaluru,5.260096153727839
"Delhi High Court, India Gate",100.0,50.0,3.3,7.0,30 minutes,1,1,0,0,3_to_3.9,0,1,1,0,Delhi,3.139832617527748
Mumbai Central,150.0,50.0,2.9,4.0,30 minutes,1,1,0,0,less_3,0,1,0,0,Mumbai,2.451005098112319
"Moulali, Kolkata",150.0,50.0,4.0,1332.0,45 minutes,1,1,0,0,greater_equal_4,3,2,0,0,Kolkata,8.580731212220226
"Yerawada, Pune, Maharashtra",100.0,50.0,3.1,4.0,30 minutes,1,1,0,0,3_to_3.9,2,0,0,1,Pune,2.517696472610991
"Delhi Administration Flats, Timarpur",50.0,50.0,3.6,20.0,30 minutes,1,1,0,0,3_to_3.9,0,1,0,0,Delhi,4.276666119016055
"Sandhurst Road, Mumbai CST Area",150.0,50.0,1.0,1.0,30 minutes,0,0,0,0,less_3,0,1,0,0,Mumbai,0.0
"Sandhurst Road, Mumbai CST Area",200.0,99.0,4.1,430.0,45 minutes,1,1,0,1,greater_equal_4,2,0,0,0,Mumbai,7.47477218239787
"Sector 1, Noida",200.0,50.0,3.2,10.0,30 minutes,1,1,0,0,3_to_3.9,0,2,0,0,Noida,3.4657359027997265
"Rmz Centennial, I Gate, Whitefield",200.0,50.0,3.9,95.0,30 minutes,1,1,0,0,3_to_3.9,0,2,1,0,Bengaluru,5.914853444736141
"FTI College, Law College Road, Pune",150.0,50.0,3.3,12.0,30 minutes,1,1,0,0,3_to_3.9,0,3,0,0,Pune,3.6788291182604347
"Dockyard Road, Mumbai CST Area",200.0,50.0,3.3,33.0,30 minutes,1,1,0,0,3_to_3.9,2,2,0,0,Mumbai,4.690430029938915
Majestic,200.0,50.0,1.0,1.0,30 minutes,0,0,0,0,less_3,2,0,0,0,Bengaluru,0.0
"Sector 1, Noida",250.0,50.0,1.0,1.0,30 minutes,0,0,1,0,less_3,1,2,1,0,Noida,0.0
"Mico Layout, Stage 2, BTM Layout,Bangalore",400.0,50.0,3.8,326.0,45 minutes,1,1,1,0,3_to_3.9,0,2,2,0,Bengaluru,7.1218984480990475
"Noorkhan Bazaar, Malakpet, Hyderabad",100.0,50.0,3.3,37.0,30 minutes,1,1,0,0,3_to_3.9,1,1,0,0,Hyderabad,4.804840381116659
Majestic,200.0,50.0,3.1,9.0,65 minutes,1,1,0,0,3_to_3.9,0,3,0,0,Bengaluru,3.32862668882732
"Delhi High Court, India Gate",750.0,50.0,4.0,677.0,30 minutes,1,1,1,0,greater_equal_4,0,0,1,0,Delhi,7.903965634032166
"Sector 1, Noida",300.0,50.0,4.5,450.0,30 minutes,1,1,1,0,greater_equal_4,0,3,0,0,Noida,7.613324979540639
"FTI College, Law College Road, Pune",100.0,50.0,1.0,1.0,30 minutes,0,0,0,0,less_3,2,0,0,0,Pune,0.0
"Delhi High Court, India Gate",200.0,50.0,3.2,11.0,45 minutes,1,1,0,0,3_to_3.9,0,1,0,0,Delhi,3.5610460826040513
"Mico Layout, Stage 2, BTM Layout,Bangalore",200.0,50.0,3.2,8.0,30 minutes,1,1,0,0,3_to_3.9,0,2,0,0,Bengaluru,3.242592351485517
Mumbai Central,300.0,50.0,3.8,221.0,45 minutes,1,1,1,0,3_to_3.9,0,0,2,0,Mumbai,6.733163768250093
"Sector 14, Noida",100.0,50.0,1.0,1.0,30 minutes,0,0,0,0,less_3,0,1,0,0,Noida,0.0
"Yerawada, Pune, Maharashtra",400.0,50.0,4.0,341.0,45 minutes,1,1,1,0,greater_equal_4,1,3,0,0,Pune,7.218176838403408
"D-Block, Sector 63, Noida",100.0,50.0,3.3,22.0,30 minutes,1,1,0,0,3_to_3.9,0,1,1,0,Noida,4.28496492183075
"Mico Layout, Stage 2, BTM Layout,Bangalore",250.0,50.0,4.1,1950.0,65 minutes,1,1,1,0,greater_equal_4,2,0,2,0,Bengaluru,8.986571625268054
"Rmz Centennial, I Gate, Whitefield",150.0,50.0,1.0,1.0,30 minutes,0,0,0,0,less_3,2,2,0,0,Bengaluru,0.0
Mumbai Central,200.0,50.0,3.2,11.0,30 minutes,1,1,0,0,3_to_3.9,0,1,0,0,Mumbai,3.5610460826040513
"Laxman Vihar Industrial Area, Sector 3A, Gurgoan",500.0,50.0,3.4,25.0,30 minutes,1,1,1,0,3_to_3.9,0,1,0,0,Gurgaon,4.442651256490317
"Mico Layout, Stage 2, BTM Layout,Bangalore",250.0,50.0,1.0,1.0,45 minutes,0,0,1,0,less_3,0,2,1,0,Bengaluru,0.0
"Mico Layout, Stage 2, BTM Layout,Bangalore",200.0,50.0,3.2,144.0,30 minutes,1,1,0,0,3_to_3.9,0,2,0,0,Bengaluru,6.132964109381682
"Sector 14, Noida",200.0,50.0,3.8,118.0,45 minutes,1,1,0,0,3_to_3.9,0,2,1,0,Noida,6.105685691198005
"FTI College, Law College Road, Pune",400.0,200.0,2.8,772.0,45 minutes,1,1,1,1,less_3,1,1,1,0,Pune,7.678603967205935
Mumbai Central,150.0,50.0,3.4,18.0,30 minutes,1,1,0,0,3_to_3.9,1,0,0,0,Mumbai,4.11414718951828
"Raja Bazar, Kolkata",200.0,99.0,3.3,152.0,65 minutes,1,1,0,1,3_to_3.9,0,3,0,0,Kolkata,6.217802989318711
"FTI College, Law College Road, Pune",250.0,50.0,3.7,415.0,65 minutes,1,1,1,0,3_to_3.9,1,4,0,0,Pune,7.336611339880877
"Delhi High Court, India Gate",200.0,50.0,1.0,1.0,65 minutes,0,0,0,0,less_3,0,1,0,0,Delhi,0.0
Mumbai Central,400.0,50.0,3.4,46.0,30 minutes,1,1,1,0,3_to_3.9,0,1,2,0,Mumbai,5.052416828111211
"FTI College, Law College Road, Pune",150.0,50.0,3.5,143.0,30 minutes,1,1,0,0,3_to_3.9,2,0,0,0,Pune,6.215607598755275
"MG Road, Pune",100.0,50.0,1.0,1.0,30 minutes,0,0,0,0,less_3,0,1,0,0,Pune,0.0
"Sector 14, Noida",150.0,50.0,4.4,315.0,30 minutes,1,1,0,0,greater_equal_4,3,1,2,0,Noida,7.234177179749849
"Mico Layout, Stage 2, BTM Layout,Bangalore",150.0,50.0,1.0,1.0,30 minutes,0,0,0,0,less_3,1,2,0,0,Bengaluru,0.0
"D-Block, Sector 63, Noida",200.0,50.0,3.4,15.0,30 minutes,1,1,0,0,3_to_3.9,2,0,0,0,Noida,3.9318256327243257
"Sector 14, Noida",200.0,50.0,3.5,50.0,30 minutes,1,1,0,0,3_to_3.9,0,2,0,0,Noida,5.1647859739235145
"Rmz Centennial, I Gate, Whitefield",100.0,50.0,4.0,126.0,30 minutes,1,1,0,0,greater_equal_4,0,1,0,0,Bengaluru,6.222576268071369
"Delhi Administration Flats, Timarpur",100.0,50.0,2.9,30.0,45 minutes,1,1,0,0,less_3,1,1,0,0,Delhi,4.465908118654584
"Hyderabad Public School, Begumpet",100.0,50.0,3.9,87.0,30 minutes,1,1,0,0,3_to_3.9,0,1,0,0,Hyderabad,5.826884671790184
"Rmz Centennial, I Gate, Whitefield",200.0,50.0,3.6,105.0,30 minutes,1,1,0,0,3_to_3.9,0,5,1,0,Bengaluru,5.934894195619588
"Mico Layout, Stage 2, BTM Layout,Bangalore",100.0,50.0,3.9,52.0,30 minutes,1,1,0,0,3_to_3.9,2,1,0,0,Bengaluru,5.312220271717028
Delhi University-GTB Nagar,250.0,50.0,3.1,89.0,65 minutes,1,1,1,0,3_to_3.9,2,1,0,0,Delhi,5.620038481223241
"Sector 1, Noida",150.0,50.0,3.4,19.0,30 minutes,1,1,0,0,3_to_3.9,0,1,0,0,Noida,4.168214410788556
Majestic,200.0,50.0,3.4,12.0,30 minutes,1,1,0,0,3_to_3.9,0,1,1,0,Bengaluru,3.708682081410116
"Sector 14, Noida",100.0,50.0,4.6,355.0,30 minutes,1,1,0,0,greater_equal_4,1,0,0,1,Noida,7.398174092970465
"Babarpur, New Delhi, Delhi",150.0,50.0,3.1,8.0,30 minutes,1,1,0,0,3_to_3.9,0,1,0,0,Delhi,3.2108436531709366
"Mico Layout, Stage 2, BTM Layout,Bangalore",150.0,50.0,1.0,1.0,30 minutes,0,0,0,0,less_3,0,1,1,0,Bengaluru,0.0
"Sector 14, Noida",200.0,50.0,3.7,147.0,120 minutes,1,1,0,0,3_to_3.9,3,0,0,1,Noida,6.298765406428915
"Mico Layout, Stage 2, BTM Layout,Bangalore",150.0,50.0,3.8,27.0,30 minutes,1,1,0,0,3_to_3.9,3,0,0,0,Bengaluru,4.630837932736669
Pune University,250.0,50.0,4.2,1762.0,45 minutes,1,1,1,0,greater_equal_4,4,0,0,0,Pune,8.909289331785448
"D-Block, Sector 63, Noida",300.0,50.0,4.0,47.0,30 minutes,1,1,1,0,greater_equal_4,0,2,0,0,Noida,5.236441962829949
"Sector 14, Noida",150.0,50.0,3.5,28.0,30 minutes,1,1,0,0,3_to_3.9,0,2,0,0,Noida,4.584967478670572
"Mico Layout, Stage 2, BTM Layout,Bangalore",200.0,50.0,4.2,180.0,45 minutes,1,1,0,0,greater_equal_4,0,1,1,0,Bengaluru,6.628041376179533
"Rmz Centennial, I Gate, Whitefield",300.0,50.0,3.9,394.0,65 minutes,1,1,1,0,3_to_3.9,0,2,1,0,Bengaluru,7.337327462433534
"Laxman Vihar Industrial Area, Sector 3A, Gurgoan",150.0,50.0,3.1,15.0,65 minutes,1,1,0,0,3_to_3.9,2,0,0,0,Gurgaon,3.8394523125933104
"Dockyard Road, Mumbai CST Area",200.0,50.0,3.5,89.0,45 minutes,1,1,0,0,3_to_3.9,1,3,0,0,Mumbai,5.741399338227508
Delhi Cantt.,250.0,50.0,2.6,41.0,45 minutes,1,1,1,0,less_3,5,0,0,0,Delhi,4.669083511731745
"Mico Layout, Stage 2, BTM Layout,Bangalore",100.0,50.0,3.3,7.0,30 minutes,1,1,0,0,3_to_3.9,1,0,0,0,Bengaluru,3.139832617527748
"Sector 63A,Gurgaon",200.0,50.0,1.0,1.0,30 minutes,0,0,0,0,less_3,0,1,1,0,Gurgaon,0.0
"FTI College, Law College Road, Pune",150.0,50.0,1.0,1.0,30 minutes,0,0,0,0,less_3,0,3,0,0,Pune,0.0
"Laxman Vihar Industrial Area, Sector 3A, Gurgoan",200.0,50.0,1.0,1.0,45 minutes,0,0,0,0,less_3,3,0,0,0,Gurgaon,0.0
"Raja Bazar, Kolkata",100.0,50.0,1.0,1.0,30 minutes,0,0,0,0,less_3,1,1,0,0,Kolkata,0.0
"Sector 3, Marathalli",200.0,50.0,3.3,7.0,30 minutes,1,1,0,0,3_to_3.9,1,0,0,0,Bengaluru,3.139832617527748
"Dockyard Road, Mumbai CST Area",100.0,50.0,3.2,6.0,30 minutes,1,1,0,0,3_to_3.9,2,0,0,0,Mumbai,2.954910279033736
Pune University,100.0,50.0,3.1,27.0,30 minutes,1,1,0,0,3_to_3.9,1,1,0,0,Pune,4.4272389774954295
"Laxman Vihar Industrial Area, Sector 3A, Gurgoan",100.0,50.0,4.3,133.0,30 minutes,1,1,0,0,greater_equal_4,0,1,0,0,Gurgaon,6.348964150921271
"Delhi High Court, India Gate",200.0,50.0,3.9,129.0,65 minutes,1,1,0,0,3_to_3.9,1,1,0,0,Delhi,6.220788957497273
Pune University,100.0,50.0,3.4,15.0,30 minutes,1,1,0,0,3_to_3.9,1,0,0,0,Pune,3.9318256327243257
"FTI College, Law College Road, Pune",100.0,50.0,3.1,4.0,30 minutes,1,1,0,0,3_to_3.9,1,0,0,0,Pune,2.517696472610991
"Dockyard Road, Mumbai CST Area",100.0,50.0,2.9,4.0,30 minutes,1,1,0,0,less_3,0,1,0,0,Mumbai,2.451005098112319
Delhi Cantt.,150.0,50.0,2.7,13.0,30 minutes,1,1,0,0,less_3,0,1,0,0,Delhi,3.55820113047182
"Sandhurst Road, Mumbai CST Area",100.0,50.0,2.9,5.0,30 minutes,1,1,0,0,less_3,1,0,0,0,Mumbai,2.6741486494265287
"Babarpur, New Delhi, Delhi",100.0,50.0,3.4,21.0,30 minutes,1,1,0,0,3_to_3.9,2,0,0,1,Delhi,4.268297869345538
"Rmz Centennial, I Gate, Whitefield",200.0,50.0,3.7,1.0,45 minutes,1,0,0,0,3_to_3.9,0,2,2,0,Bengaluru,1.308332819650179
"Chatta Bazaar, Malakpet, Hyderabad",150.0,50.0,3.8,385.0,45 minutes,1,1,0,0,3_to_3.9,0,1,0,0,Hyderabad,7.288244401020124
"Sector 3, Marathalli",200.0,50.0,3.0,4.0,30 minutes,1,1,0,0,3_to_3.9,0,4,0,0,Bengaluru,2.4849066497880004
"D-Block, Sector 63, Noida",200.0,50.0,3.5,72.0,45 minutes,1,1,0,0,3_to_3.9,0,2,0,0,Noida,5.529429087511423
"Mico Layout, Stage 2, BTM Layout,Bangalore",100.0,50.0,3.7,22.0,30 minutes,1,1,0,0,3_to_3.9,3,0,0,0,Bengaluru,4.399375273008495
"Mico Layout, Stage 2, BTM Layout,Bangalore",100.0,50.0,3.8,128.0,45 minutes,1,1,0,0,3_to_3.9,0,2,0,0,Bengaluru,6.1870313306519575
"Nathan Road, Mangaldas Road, Pune",100.0,50.0,1.0,1.0,30 minutes,0,0,0,0,less_3,0,1,0,0,Pune,0.0
"Delhi High Court, India Gate",150.0,50.0,3.7,78.0,30 minutes,1,1,0,0,3_to_3.9,1,1,0,0,Delhi,5.665041646339771
"D-Block, Sector 63, Noida",200.0,99.0,4.0,46.0,30 minutes,1,1,0,1,greater_equal_4,0,1,0,0,Noida,5.214935757608986
"Delhi Administration Flats, Timarpur",200.0,50.0,3.3,11.0,30 minutes,1,1,0,0,3_to_3.9,1,0,0,0,Delhi,3.591817741270805
Majestic,200.0,50.0,3.8,108.0,30 minutes,1,1,0,0,3_to_3.9,3,0,0,0,Bengaluru,6.01713229385656
Delhi Cantt.,100.0,50.0,4.0,500.0,30 minutes,1,1,0,0,greater_equal_4,2,0,0,0,Delhi,7.600902459542082
"Gora Bazar, Rajbari, North Dumdum, Kolkata",150.0,50.0,3.3,7.0,30 minutes,1,1,0,0,3_to_3.9,1,0,0,0,Kolkata,3.139832617527748
Delhi Cantt.,200.0,0.0,3.7,112.0,30 minutes,1,1,0,0,3_to_3.9,1,1,0,0,Delhi,6.026831690945273
"D-Block, Sector 63, Noida",100.0,50.0,3.4,21.0,30 minutes,1,1,0,0,3_to_3.9,2,1,0,0,Noida,4.268297869345538
"Laxman Vihar Industrial Area, Sector 3A, Gurgoan",200.0,50.0,3.7,49.0,30 minutes,1,1,0,0,3_to_3.9,1,1,1,0,Gurgaon,5.200153117760806
"Mico Layout, Stage 2, BTM Layout,Bangalore",200.0,50.0,3.5,12.0,30 minutes,1,1,0,0,3_to_3.9,0,2,0,0,Bengaluru,3.7376696182833684
"MG Road, Pune",750.0,50.0,4.3,108.0,45 minutes,1,1,1,0,greater_equal_4,1,0,2,0,Pune,6.140746249823736
"Mico Layout, Stage 2, BTM Layout,Bangalore",100.0,50.0,3.3,7.0,30 minutes,1,1,0,0,3_to_3.9,1,1,0,0,Bengaluru,3.139832617527748
Pune University,800.0,50.0,4.5,2831.0,30 minutes,1,1,1,0,greater_equal_4,0,1,4,0,Pune,9.452462681888173
"D-Block, Sector 63, Noida",150.0,50.0,3.6,37.0,30 minutes,1,1,0,0,3_to_3.9,1,1,0,0,Noida,4.891851758106289
Delhi Cantt.,100.0,50.0,1.0,1.0,30 minutes,0,0,0,0,less_3,6,2,0,0,Delhi,0.0
"Moulali, Kolkata",100.0,50.0,3.6,1094.0,30 minutes,1,1,0,0,3_to_3.9,0,2,0,0,Kolkata,8.278529828443991
